Product Title,Product Rating,Price,Brand,Shipment Status,Seller Rating,Ship on Time Score,Mall Varification,Delivery Status,Reviews,Specification
"Infinix Smart 7 HD - 6.6"" Inch Display - 2GB RAM - 64GB ROM",4.7,21490,No Brand,Free Delivery,85,72,Not specified,Free Delivery,Bro mobile heatup ho raha jis waja s battry drop jaldi ho jati r speaker m b mela,"1 Year Brand Warranty
Display : 6.6"" Inch IPS LCD, 500 nits
OS : Android 12
Memory : 2GB RAM , 64GB ROM
Processor : Octa-core 1.6 GHz
Main Camera : 8MP
Front Camera : 5 MP
Battery : Li-Po 5000 mAh
PTA Approved
General
Model : Infinix Smart 7
Type : Bar
Dimensions : 163.8 x 75.6 x 8.7 mm
Weight : 188 Grams
Waterproof : No
Display
Display Type : IPS LCD
Size : 6.6 inches
Resolution : 720 x 1612 pixels
Display Colors : 16M Colors
Pixel Density : 267 PPI (pixels per inch)
Touch Screen : Yes
Features : 500 nits
Hardware
RAM (Memory) : 2 GB
Internal Storage : 64 GB
Memory Card Slot : microSDXC (dedicated slot)
Sensors : Rear-mounted fingerprint, accelerometer, proximity"
Samsung Galaxy Fold 512GB+512GB,5.0,544999,Samsung,Fastest Delivery,92,100,Daraz Mall Verified,Fastest Delivery,Daraz Mall Is 100% Safe And Secure Satisfied,"Buds 2 Pro + SPen with Cover gifts can be availed from Samsung Members App7.6 inches, 183.2 cm2 (~91.1% screen-to-body ratio)Android 13, One UI 5.1.1Octa-coreLi-Po 4400 mAh, non-removableGlass front (Gorilla Glass Victus 2) (folded), plastic front (unfolded), glass back (Gorilla Glass Victus 2), aluminum frame
Buds 2 Pro + SPen with Cover gifts can be availed from Samsung Members App 7.6 inches, 183.2 cm2 (~91.1% screen-to-body ratio) Android 13, One UI 5.1.1 Octa-core Li-Po 4400 mAh, non-removable Glass front (Gorilla Glass Victus 2) (folded), plastic front (unfolded), glass back (Gorilla Glass Victus 2), aluminum frame
Specifications of Samsung Galaxy Fold 512GB+512GB
Brand Samsung SKU 430633854_PK-2053837501 Protection Not Specified Year Not Specified Number Of Cameras Not Specified
What’s in the box 1 x Phone, 1 x USB Charging Cable, 1 x User Guide"
GOOGLE PIXEL 4a5g | 6gb ram | 128gb rom | official pta approved | 4000 mAh battery | camera better than iphone 11 | kit phone | can be updated to android 14 |,5.0,54999,No Brand,Free Delivery,100,100,Not specified,Free Delivery,"excellent mobile, excellent seller, initially i felt a hisitation to order kit phone but after I got the device i am quite satisfied, seller is such a kind, honest person, he contacted me, know about device, my satisfaction and Google pixel 4a, what a wonderful device, camera results excellent, and seller send me 10/10 condition device, no scratch on it, almost a new one, frontpanel good condition, no scratch on back side, camera, camera lens in good condition, 100th % genuine device, recommend","pre { white-space: pre-wrap; }• GOOGLE PIXEL 4a5g with 6gb ram and 128gb rom.• Official PTA approved with Corning Gorilla Glass 3 protection.• 4000 mAh battery for long-lasting usage.• Camera better than iPhone 11 for stunning photos.• Kit phone with the ability to update to Android 14.Display:
Type: OLED, HDR10+Size: 6.2 inchesResolution: 1080 x 2340 pixelsProcessor:
Qualcomm Snapdragon 765GGPU:
Adreno 620RAM:
6 GBStorage:
128 GB (Non-expandable)Rear Cameras:
12.2 MP, f/1.7, PDAF, OIS16 MP, f/2.2, ultrawideFront Camera:
8 MP, f/2.0Battery:
Type: Li-Po 3885 mAh, non-removableFast Charging: 18WOperating System:
Android 11 (upgradeable)Connectivity:
5G capableWi-Fi 5Bluetooth 5.0Other Features:
Rear-mounted fingerprint sensorUSB Type-CDimensions:
153.9 x 74 x 8.2 mm (6.06 x 2.91 x 0.32 in)Weight:
168 g (5.93 oz)
The Google Pixel 4a5g is a high-performance smartphone with impressive features. With 6GB of RAM and 128GB of storage, this phone is perfect for multitasking and storing all your important files. It is PTA approved, ensuring that you can use it without any issues in Pakistan. The 4000mAh battery ensures that you can use your phone for extended periods without worrying about running out of charge. The camera on this phone is better than the iPhone 11, making it perfect for photography enthusiasts. This kit phone can be updated to Android 14, ensuring that you always have access to the latest features and security updates. The Corning Gorilla Glass 3 protection ensures that your phone is protected from scratches and other damage. Overall, the Google Pixel 4a5g is a great choice for anyone looking for a high-performance smartphone with impressive features.
Specifications of GOOGLE PIXEL 4a5g | 6gb ram | 128gb rom | official pta approved | 4000 mAh battery | camera better than iphone 11 | kit phone | can be updated to android 14 |
Brand No Brand SKU 436965947_PK-2101847973 Protection Corning Gorilla Glass 3 Year Not Specified Number Of Cameras Not Specified
What’s in the box phone"
Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13,4.4,34999,No Brand,Free Delivery,0,100,Not specified,Free Delivery,"Genuine samsung mobile, well packed, pta approved. I like it. Very beautiful mobile and hope it will be long lasting experience. #11.11","• Samsung A14 with 4GB/64GB memory.• 5000 mAh battery for long-lasting use.• 6.6' display for immersive viewing experience.• Latest Android 13 operating system.
Introducing the Samsung A14, the latest addition to the mobile phone market. With a 6.6' display, this phone is perfect for streaming your favorite shows and movies. The 5000 mAh battery ensures that you can use your phone all day without worrying about running out of charge. The phone runs on Android 13, providing a smooth and efficient user experience. The 4GB RAM and 64GB storage capacity allow you to store all your important files and documents.
Specifications of Samsung A14 4GB/64GB - 5000 mAh Battery - 6.6' Display - Android 13
Brand No Brand SKU 436839264_PK-2101404094 Protection Not Specified Year 2020 Number Of Cameras Not Specified
What’s in the box 1x Phone, 1x Charging Cable"
Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved,5.0,97999,Apple,Fastest Delivery,92,100,Daraz Mall Verified,Fastest Delivery,highly recommend...,"Model: Apple
Model: iPhone X
Battery Health - 80+
PTA Approved
Screen: 5.8-in. Super Retina HD
Camera: 12MP Zoom 10x
Video camera: 4K Zoom 6x
Processor: A11 Bionic chip
Memory: 3GB
Battery: Lithium-ion 2716 mAh
Genuine OEM components
Certified 6 Months Daraz Warranty.
Daraz Warranty Center Location: Karachi & Lahore.
Warranty will be claimed on order number/invoice.
The phone will be dispatched in Daraz's Like New packaging.
Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit.
The original box, charging cable and charging dock will not be included.
All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.
60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.
Fully functional Factory Unlocked
There could be a few minimal scratches on the phone's body or screen.
Model: Apple Model: iPhone X Battery Health - 80+ PTA Approved Storage: 64 GB Screen: 5.8-in. Super Retina HD Camera: 12MP Zoom 10x Video camera: 4K Zoom 6x Processor: A11 Bionic chip Memory: 3GB Battery: Lithium-ion 2716 mAh Genuine OEM components Certified 6 Months Daraz Warranty. Daraz Warranty Center Location: Karachi & Lahore. Warranty will be claimed on order number/invoice. The phone will be dispatched in Daraz's Like New packaging. Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit. The original box, charging cable and charging dock will not be included. All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition. 60+ Quality Check Points – International Standard Grading software, quality check report will also be sent. Fully functional Factory Unlocked
Specifications of Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved
Brand Apple SKU 434291909_PK-2088176034 Storage capacity 64GB
What’s in the box 1x Used Apple iPhone X - Silver 64 GB - PTA Approved"
Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty,4.2,32999,No Brand,Free Delivery,0,100,Not specified,Free Delivery,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.,"ColourXanh Tia Chop = Lightning Blueđen = Black
Release Date2023-05-30SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.4 x 75.6 x 8.1 mmPhone Weight189 gOperating SystemAndroid 11, Realme UI 2.0DisplayScreen Size6.6 inchesScreen Resolution1080 x 2408 pixelsScreen TypeIPS LCD, 600 nits (peak)Screen ProtectionN/AMemoryInternal Memory64/128 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorUnisoc Tiger T612GPUMali-G57BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera8 MPFront Flash LightNoFront Video Recording720p@30fpsBack Flash LightYesBack Camera50 MP + 2 MP + 0.3 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo
'Colour
Xanh Tia Chop = Lightning Blue
đen = Black
Release Date 2023-05-30
SIM Support Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 164.4 x 75.6 x 8.1 mm
Phone Weight 189 g
Operating System Android 11, Realme UI 2.0
Display
Screen Size 6.6 inches
Screen Resolution 1080 x 2408 pixels
Screen Type IPS LCD, 600 nits (peak)
Screen Protection N/A
Memory
Internal Memory 64/128 GB
RAM 4 GB
Card Slot microSDXC (dedicated slot)
Performance
Processor Unisoc Tiger T612
GPU Mali-G57
Battery"
Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,4.7,28799,No Brand,Free Delivery,94,100,Not specified,Free Delivery,"genuine product, very nyc fone in dis price range, recommend 👌🏻👌🏻👌🏻👌🏻","BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBmicroUSB 2.0 NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Fingerprint (rear mounted), Proximity Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraNFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Battery charging 10W wired
Build OS Android 12 OS  
UI MIU1 13  
Dimensions 168.8 x 76.4 x 8.8 mm  
Weight 192 g  
SIM Dual Sim, Dual Standby (Nano-SIM)  
Colors Black, Blue, Mint, Violet  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)  
Processor CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  
Chipset Mediatek MT6769Z Helio G85 (12nm)  
GPU Mali-G52 MC2  "
Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Black 64 GB - PTA Approved,5.0,70999,Apple,Fastest Delivery,92,100,Daraz Mall Verified,Fastest Delivery,awesome condition...very light and tiny scratch....91 percent battery...,"Brand : Apple
Model : iPhone SE
Battery Health - 80+
PTA Approved
Memory : 64 GB
Screen : 4.7-in. Retina
HD Camera: 12MP Zoom 5x
Video camera : 4K Zoom 3x
Date of manufacture : 2020
Processor : A13 Bionic chip
Memory : 3GB
Battery : Lithium-ion 1821 mAh
Genuine OEM components
Certified 6 Months Daraz Warranty.
Daraz Warranty Center
Location: Karachi & Lahore.
Warranty will be claimed on order number/invoice.
The phone will be dispatched in Daraz's Like New packaging.
Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit.
The original box, charging cable and charging dock will not be included.
All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.
60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.
Fully functional Factory Unlocked
There could be a few minimal scratches on the phone's body or screen.
Brand : Apple Model : iPhone SE Battery Health - 80+ PTA Approved Memory : 64 GB Screen : 4.7-in. Retina HD Camera: 12MP Zoom 5x Video camera : 4K Zoom 3x Date of manufacture : 2020 Processor : A13 Bionic chip Memory : 3GB Battery : Lithium-ion 1821 mAh Genuine OEM components Certified 6 Months Daraz Warranty. Daraz Warranty Center Location: Karachi & Lahore. Warranty will be claimed on order number/invoice. The phone will be dispatched in Daraz's Like New packaging. Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit. The original box, charging cable and charging dock will not be included. All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition. 60+ Quality Check Points – International Standard Grading software, quality check report will also be sent. Fully functional Factory Unlocked
Specifications of Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Black 64 GB - PTA Approved
Brand Apple SKU 434297530_PK-2082866600 Storage capacity Not Specified
What’s in the box 1x Used Apple iPhone SE 2nd Gen (2020) - Black 64 GB - PTA Approved"
Like New Phones - Used Apple iPhone X - Space Gray 256 GB - PTA Approved,5.0,106999,Apple,Fastest Delivery,92,100,Daraz Mall Verified,Fastest Delivery,No Review,"Model: Apple
Model: iPhone X
Battery Health - 80+
PTA Approved
Screen: 5.8-in. Super Retina HD
Camera: 12MP Zoom 10x
Video camera: 4K Zoom 6x
Processor: A11 Bionic chip
Memory: 3GB
Battery: Lithium-ion 2716 mAh
Genuine OEM components
Certified 6 Months Daraz Warranty.
Daraz Warranty Center Location: Karachi & Lahore.
Warranty will be claimed on order number/invoice.
The phone will be dispatched in Daraz's Like New packaging.
Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit.
The original box, charging cable and charging dock will not be included.
All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.
60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.
Fully functional Factory Unlocked
There could be a few minimal scratches on the phone's body or screen.
Model: Apple Model: iPhone X Battery Health - 80+ PTA Approved Storage: 256 GB Screen: 5.8-in. Super Retina HD Camera: 12MP Zoom 10x Video camera: 4K Zoom 6x Processor: A11 Bionic chip Memory: 3GB Battery: Lithium-ion 2716 mAh Genuine OEM components Certified 6 Months Daraz Warranty. Daraz Warranty Center Location: Karachi & Lahore. Warranty will be claimed on order number/invoice. The phone will be dispatched in Daraz's Like New packaging. Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit. The original box, charging cable and charging dock will not be included. All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition. 60+ Quality Check Points – International Standard Grading software, quality check report will also be sent. Fully functional Factory Unlocked
Specifications of Like New Phones - Used Apple iPhone X - Space Gray 256 GB - PTA Approved
Brand Apple SKU 435083296_PK-2088536132 Storage capacity Not Specified
What’s in the box 1x Used Apple iPhone X - Space Gray 256 GB - PTA Approved"
Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,4.8,28999,No Brand,Free Delivery,95,88,Not specified,Free Delivery,"It's a nice cell phone 📴 Same as shown, thanks 😊 Daraz & Seller","Redmi 12C
RAM: 4GB
ROM: 128GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours
Product details of Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty
Redmi 12C
RAM: 4GB
ROM: 128GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours"
